,source_id,ra,dec,phot_bp_mean_mag,phot_rp_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,astrometric_excess_noise,bp_rp,teff_gspphot,logg_gspphot,mh_gspphot,vbroad,parallax,phot_g_mean_mag,alphafe_gspspec,original_ext_source_id,angular_distance,plate,mjd,fiberID,redshift,abs_g_mag,x_test_index,X_test_index
64716,1573773839429866880,181.8401511879353,55.91182774158296,18.74027,18.591623,62.203724,39.84783,0.0,0.14864731,,,,,8.21539474054034,18.679754,,1237658803110936668,0.07742072,1018,52672,537,-2.280737e-06,13.252896435387918,404,404
64776,1574664924884832512,186.03602050684225,56.66424804924943,18.073988,18.161497,89.96145,58.355885,0.0,-0.087509155,,,,,4.879078667237571,18.074905,,1237661352170684454,0.07042094,1315,52791,16,-0.0001394496,11.516594497825402,3941,3941
65096,1578513353024992896,196.28944254003275,57.51725022229039,18.594002,18.709822,50.420258,31.16703,0.0,-0.11581993,,,,,3.84748910485589,18.583706,,1237661418208165948,0.09568043,1318,52781,586,-0.0001739582,11.5095928955494,2947,2947
65648,1580775946088032128,188.04753222020997,57.78668429960898,16.615492,16.7847,250.06546,157.5736,0.0,-0.16920853,,,,,7.9681810280529985,16.660967,,1237657612341805150,0.029329995,1316,52790,494,-7.695466e-06,11.167762834202609,3993,3993
65692,1581483997216777600,188.37379956691316,60.14881039990237,16.95727,16.616518,190.57283,163.63068,1.3452431,0.34075165,,,,,12.831164242163291,17.11962,,1237655108378689577,0.16063209,956,52401,491,-5.773752e-05,12.660949689965811,1964,1964
65931,1584734595969095424,184.2558545435671,64.0677721631509,17.363758,16.90984,153.59612,134.73634,0.0,0.45391846,,,,,10.58914230980378,17.198341,,1237651065205555315,0.057279818,599,52317,51,1.427845e-05,12.322645294243618,1920,1920
67302,1601777507236908672,237.00400214736183,57.260248702066164,18.171072,18.121487,73.697296,21.025486,0.0,0.049585342,,,,,4.401358187584457,18.01427,,1237651539797082121,0.062068734,617,52072,563,-0.0002243151,11.23220434939525,1623,1623
68586,1615241061477913344,231.51610950327446,60.25051355538778,18.044601,17.9754,69.94384,64.45072,0.12885883,0.069200516,,,,,5.9447825543830914,18.022924,,1237671769610649686,0.06362187,613,52345,542,-0.000121333,11.89360429229021,2024,2024
69048,1657931357069111424,211.5137648574669,56.59200516510904,17.608633,17.755384,123.7932,60.875305,0.22491686,-0.1467514,,,,,5.857716165307343,17.651754,,1237659324943040562,0.05760799,1159,52669,96,-0.0001034006,11.490396000203837,968,968
69554,1665858350572796672,203.41871862009788,64.1074682341916,17.983223,18.025593,107.27974,44.826572,0.43391386,-0.042369843,,,,,9.925703547037633,17.957718,,1237651251502448675,0.035491213,603,52056,112,-0.0007567131,12.94152439498442,147,147
71647,1745778139944263424,322.3776927705541,11.708606447518322,18.214533,18.393272,99.396774,37.081547,0.0,-0.17873955,,,,,5.051372454745815,18.256523,,1237656496171319620,0.018438928,730,52466,619,0.0001030912,11.773570090781181,3547,3547
71951,1746430253419837440,319.69589225534065,11.618516152023995,18.750172,18.310104,63.9722,49.667015,0.0,0.4400673,,,,,8.171259809107763,18.565008,,1237656496707076649,0.033220455,729,52468,457,-1.038187e-05,13.126453260046095,1808,1808
72724,1766663573768057728,324.74255014988194,11.727037810572817,18.318743,18.059961,42.605145,42.197445,0.0,0.25878143,,,,,6.024615836484645,18.192667,,1237656242230722957,0.020083416,732,52221,371,-0.0003231895,12.092313802756266,1882,1882
77269,2423990893738313856,7.427424204460585,-11.170204836788589,18.399315,18.124584,61.990265,48.524784,0.0,0.27473068,,,,,6.506760933877485,18.276323,,1237652628564934658,0.04538856,654,52146,251,6.943838e-05,12.343147571141714,3333,3333
78446,2465343629137442816,26.58382436001194,-8.438505144720981,17.71036,17.34936,154.6514,81.07553,0.0,0.36100006,,,,,13.928131664676128,17.565088,,1237652901833342999,0.029419355,664,52174,402,0.6963962,13.284552589986028,863,863
